,general_year,general_make,general_model,general_trim,general_fuelType,general_roofType,general_mileage,general_transmission,general_dashWarningLights,general_additionalWarranty,general_transferableWarranty,general_warrantyProvider,outside_liftgateOperation,outside_rustCorrosion,outside_bodyDentsDingsHailDamage,outside_collisionDamage,outside_paintFinish,outside_WindshieldGlass,outside_wiperBlades,outside_washerSprayNozzels,outside_driverSideMirror,outside_driverSideMirrorHeater,outside_passengerSideMirror,outside_passengerSideMirrorHeater,outside_driverFrontWindowGlass,outside_driverFrontWindowGlassOperation,outside_driverRearWindowGlass,outside_driverRearWindowGlassOperation,outside_passengerFrontWindowGlass,outside_passengerFrontWindowGlassOperation,outside_passengerRearWindowGlass,outside_passengerRearWindowGlassOperation,outside_driverPowerSlidingDoors,outside_passengerPowerSlidingDoors,outside_paintScratches,outside_additionalIssuesExterior,tires_driverFrontCondition,tires_driverFrontValveStemCondition,tires_driverFrontTreadDepth,tires_driverFrontPressure,tires_driverFrontBrakePad,tires_driverFrontBreakPadMeasurement,tires_driverFrontRotorCondition,tires_driverFrontSideSwayBar,tires_driverFrontShockStrut,tires_driverFrontCV,tires_driverRearCondition,tires_driverRearValveStemCondition,tires_driverRearTreadDepth,tires_driverRearPressure,tires_driverRearBrakePad,tires_driverRearBreakPadMeasurement,tires_driverRearRotorCondition,tires_driverRearSideSwayBar,tires_driverRearShockStrut,tires_driverRearCV,tires_passengerRearCondition,tires_passengerRearValveStemCondition,tires_passengerRearTreadDepth,tires_passengerRearPressure,tires_passengerRearBrakePad,tires_passengerRearBreakPadMeasurement,tires_passengerRearRotorCondition,tires_passengerRearSideSwayBar,tires_passengerRearShockStrut,tires_passengerRearCV,tires_passengerFrontCondition,tires_passengerFrontValveStemCondition,tires_passengerFrontTreadDepth,tires_passengerFrontBrakePad,tires_passengerFrontBreakPadMeasurement,tires_passengerFrontRotorCondition,tires_passengerFrontSideSwayBar,tires_passengerFrontShockStrut,tires_passengerFrontCV,tires_passengerFrontPressure,tires_aftermarketWheelsTires,tires_oemAvailable,tires_driverFrontTireCondition,tires_driverRearTireCondition,tires_passengerRearTireCondition,tires_passengerFrontTireCondition,tires_oemFactoryWheelsAvailable,tires_extraSetOfWheelsTiresAvailable,tires_secondSetOfTirePartOfDeal,tires_additionalIssuesTires,under_vehicle_frontDifferential,under_vehicle_frontDriveShaft,under_vehicle_transferCase,under_vehicle_rearDriveShaft,under_vehicle_rearDifferential,under_vehicle_mufflerExhaustTips,under_vehicle_additionalIssuesUnderVehicle,under_the_hood_batteryStrength,under_the_hood_engineOilLevel,under_the_hood_engineOilCondition,under_the_hood_powerSteeringFluid,under_the_hood_starter,under_the_hood_driveBelts,under_the_hood_radiatorHosesClamps,under_the_hood_coolantOverflowTank,under_the_hood_brakeFluid,under_the_hood_brakeMasterCylinder,under_the_hood_coolantStrength,under_the_hood_coolantStrengthMeasurement,under_the_hood_transmissionFluid,under_the_hood_waterPumpNoiseLeaks,under_the_hood_alternator,under_the_hood_fuelSystemOperation,under_the_hood_coolingFanOperation,under_the_hood_acCompressorOperation,under_the_hood_acSystemLeaks,under_the_hood_batteryRating,under_the_hood_batteryActualMeasurement,under_the_hood_visibleOilLeaks,under_the_hood_additionalIssuesUnderHood,lighting_interiorLights,lighting_headlightsLowBeam,lighting_headlightsHighBeam,lighting_frontDRL,lighting_frontSignalLights,lighting_sideMarkerLights,lighting_fogLights,lighting_reverseLights,lighting_rearSignalLights,lighting_emergency4WayFlashers,lighting_brakeLights,lighting_tailLights,lighting_licensePlateLight,lighting_additionalIssuesLighting,interior_navigationOperation,interior_audioSystem,interior_audioSteeringWheelControls,interior_cigaretteLighterPowerOutlets,interior_rearCamera,interior_carpetFloorMats,interior_odors,interior_rearWindowDefrostOperation,interior_seats,interior_seatBelts,interior_powerSeatOperation,interior_driverFrontSeatHeater,interior_driverRearSeatHeater,interior_passengerRearSeatHeater,interior_passengerFrontSeatHeater,interior_headrests,interior_dashboard,interior_rearViewMirror,interior_headliner,interior_sunroofOperation,interior_waterLeaks,interior_sunVisors,interior_driverFrontDoorTrim,interior_driverRearDoorTrim,interior_passengerFrontDoorTrim,interior_passengerRearDoorTrim,interior_gloveBoxCenterConsole,interior_steeringWheelSteeringColumn,interior_horn,interior_doorHandles,interior_hoodRelease,interior_trunkRelease,interior_fuelDoorRelease,interior_spareTire,interior_spareTireTools,interior_keyFobCondition,interior_numberOfKeysFobs,interior_numberOfWorkingKeysFobs,interior_acOperationBlowsCold,interior_gloveBox,interior_centerConsole,interior_steeringWheel,interior_carSmokedIn,interior_conditionOfSeats,interior_numberOfKeysFobsDeclared,interior_navigationEquipped,interior_rearCameraEquipped,interior_sunroofEquipped,interior_seatsMaterial,interior_additionalIssuesInterior,interior_evChargingKit,test_drive_engineRPMIdle,test_drive_engine3000RPM,test_drive_vibrationWhileDriving,test_drive_vibrationWhileBraking,test_drive_steeringWheelStraight,test_drive_alignmentCheck,test_drive_cruiseControl,test_drive_parkingBreak,test_drive_automaticManualTransmissionShift,test_drive_clutchOperationEngagement,test_drive_abnormalWindNoise,test_drive_alignment,test_drive_brakingSystem,test_drive_cabinHeatBlowsHot,test_drive_testDriveCompleted,test_drive_acOperationBlowsCold,test_drive_testDriveStatus,test_drive_additionalIssuesTestDrive,bid_start,created_at,vehicle_lead_source,seller_type,valuation_autozen_low,valuation_autozen_high,valuation_cbb_trade_in_low,valuation_cbb_trade_in_high,valuation_highest_bid_amount,valuation_seller_asking_price,valuation_starting_price,car_age,month_of_year,Predicted_75_lower_bound,Predicted_75_upper_bound,Predicted_price
90,2020,Tesla,Model 3,Standard Range Plus 4D Sedan RWD,electric,hardTop,12931.0,automatic,no,yes,yes,Tesla,notAvailable,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,notAvailable,,notAvailable,,ok,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,no,yes,ok,,1.0,,,ok,ok,no,ok,2.0,yes,yes,yes,leather,,,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,no,ok,,,51616.0,2021-10-15 19:04:08,MQL,consumer,51516.0,56095.0,47700.0,51940.0,51716.0,,51516.0,3,10,51704.95359858403,53490.1274677915,51749.914
620,2016,BMW,X1,xDrive28i 4D Utility,gasoline,hardTop,42442.0,automatic,no,no,no,,ok,ok,serviceSuggested,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,notAvailable,,notAvailable,,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,notAvailable,ok,notAvailable,ok,ok,ok,ok,notAvailable,ok,ok,ok,notAvailable,ok,notAvailable,,,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,,1.0,,,ok,ok,no,ok,1.0,yes,yes,no,leather,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,ok,25100.0,2021-12-22 20:02:09,MQL,consumer,24369.0,26531.0,23659.0,25758.0,23000.0,,25100.0,7,12,22861.468816390345,24984.565145258894,23090.963
61,2022,Tesla,Model 3,Base 4D Sedan RWD,electric,hardTop,700.0,automatic,no,yes,yes,,ok,ok,ok,ok,serviceSuggested,ok,,,ok,,serviceSuggested,,,ok,,notAvailable,,ok,,notAvailable,notAvailable,notAvailable,ok,ok,ok,,5.0,34.0,ok,6.0,serviceSuggested,notAvailable,ok,notAvailable,ok,,2.0,35.0,serviceSuggested,4.0,serviceSuggested,ok,ok,ok,serviceSuggested,,2.0,35.0,serviceSuggested,4.0,serviceSuggested,ok,ok,ok,serviceSuggested,,5.0,ok,6.0,serviceSuggested,notAvailable,ok,notAvailable,35.0,,,serviceSuggested,serviceRequired,serviceRequired,serviceSuggested,yes,no,no,,notAvailable,,notAvailable,,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,No,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,ok,no,ok,2.0,yes,yes,yes,leather,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,ok,55000.0,2022-03-02 21:18:07,DDC,consumer,53261.0,57989.0,51710.0,56300.0,55100.0,68000.0,54859.0,1,3,55100.32353342872,56210.66186939264,55081.63
786,2019,Toyota,Prius C,Base 5D Hatchback,hybrid,hardTop,73080.0,automatic,no,yes,no,,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,ok,ok,ok,,serviceSuggested,,7.0,32.0,serviceSuggested,4.0,serviceSuggested,ok,ok,ok,serviceSuggested,,7.0,32.0,serviceRequired,3.0,serviceSuggested,notAvailable,ok,ok,serviceSuggested,,7.0,32.0,serviceRequired,3.0,serviceSuggested,notAvailable,ok,ok,serviceSuggested,,,serviceSuggested,4.0,serviceSuggested,ok,ok,ok,32.0,,,ok,ok,ok,serviceRequired,yes,no,no,,notAvailable,,notAvailable,,notAvailable,ok,,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,ok,no,ok,2.0,yes,yes,yes,leather,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,17876.0,2021-11-20 02:54:57,DDC,consumer,17876.0,19467.0,16552.0,18025.0,19500.0,0.0,17876.0,4,11,19294.66091079495,20131.699400842725,19510.898
307,2018,BMW,X2,xDrive28i 4D Utility,gasoline,hardTop,40914.0,automatic,yes,no,no,,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,ok,,ok,,ok,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,-49.0,ok,notAvailable,ok,ok,ok,ok,ok,,,,,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,notAvailable,ok,ok,,notAvailable,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,2.0,,ok,ok,ok,no,ok,2.0,no,no,yes,,,,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,no,notAvailable,,,32410.0,2021-09-20 03:30:01,MQL,consumer,32410.0,35283.0,30009.0,32669.0,34500.0,0.0,32410.0,5,9,34488.288752836954,34515.42383223185,34483.06
147,2019,Toyota,Highlander,Limited 4D Utility AWD,gasoline,hardTop,11800.0,automatic,,,,,ok,ok,ok,serviceRequired,serviceSuggested,ok,ok,ok,ok,notAvailable,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,serviceRequired,,ok,ok,7.0,35.0,ok,6.0,ok,ok,ok,ok,ok,ok,7.0,35.0,ok,6.0,ok,ok,ok,notAvailable,ok,ok,7.0,35.0,ok,6.0,ok,ok,ok,notAvailable,ok,ok,7.0,ok,7.0,ok,ok,ok,ok,34.0,no,yes,,,,,,,,,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,,ok,ok,serviceSuggested,ok,ok,ok,ok,ok,ok,ok,ok,-47.0,ok,ok,ok,ok,ok,ok,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,ok,ok,ok,2.0,2.0,ok,ok,ok,ok,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,Ok,ok,ok,,,,,44150.0,2021-05-22 19:09:06,DDC,consumer,45200.0,45624.0,38802.0,42244.0,44250.0,47500.0,45200.0,4,5,44217.69738246613,46046.12857575964,44247.51
199,2017,Ford,F150,XLT Supercrew SWB 4WD,gasoline,hardTop,32056.0,automatic,no,yes,yes,,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,,ok,,9.0,28.0,ok,10.0,ok,ok,ok,ok,ok,,10.0,32.0,ok,9.0,ok,ok,ok,ok,ok,,10.0,29.0,ok,9.0,ok,ok,ok,ok,ok,,9.0,ok,9.0,ok,ok,ok,ok,28.0,,,ok,ok,ok,ok,yes,no,no,,notAvailable,,notAvailable,,notAvailable,notAvailable,,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,notAvailable,ok,ok,,notAvailable,ok,,ok,,ok,notAvailable,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,serviceSuggested,,2.0,,,ok,ok,no,ok,2.0,no,no,no,cloth,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,33600.0,2021-12-16 07:41:12,MQL,consumer,32621.0,35522.0,31671.0,34487.0,39600.0,0.0,33600.0,6,12,39564.97052319522,40585.85280725091,39629.28
1046,2018,Chevrolet,Cruze,LT 4D Sedan at,gasoline,hardTop,80479.0,automatic,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,,serviceSuggested,ok,4.0,41.0,ok,7.0,ok,ok,ok,ok,serviceSuggested,ok,4.0,32.0,ok,6.0,ok,ok,ok,ok,ok,ok,4.0,40.0,ok,4.0,ok,ok,ok,ok,ok,ok,4.0,ok,6.0,ok,ok,ok,ok,32.0,no,yes,,,,,,,,,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,-51.0,ok,ok,ok,ok,ok,ok,ok,,,,,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,,notAvailable,ok,ok,ok,ok,ok,,ok,ok,ok,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,serviceSuggested,,,ok,ok,ok,ok,ok,ok,ok,ok,2.0,1.0,ok,ok,ok,ok,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,14200.0,2021-06-04 21:30:07,DDC,consumer,14200.0,15240.0,12947.0,14111.0,13983.0,17000.0,14200.0,5,6,13935.145457457409,14362.260351503133,14038.423
483,2017,Subaru,Impreza,WRX Sport-tech 4D Sedan 6sp,gasoline,hardTop,60727.0,manual,no,no,no,,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,ok,ok,,8.0,32.0,ok,5.0,ok,ok,ok,ok,ok,,9.0,32.0,ok,5.0,ok,ok,ok,ok,ok,,8.0,32.0,ok,5.0,ok,ok,ok,ok,ok,,9.0,notAvailable,,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,no,ok,notAvailable,,notAvailable,,notAvailable,notAvailable,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,ok,no,ok,2.0,yes,yes,yes,leather,,,ok,ok,ok,ok,ok,serviceSuggested,ok,ok,ok,notAvailable,ok,pullsRight,ok,ok,,ok,ok,,34000.0,2022-03-08 17:14:13,DDC,consumer,25790.0,28082.0,25039.0,27264.0,27100.0,0.0,34000.0,6,3,27003.73043664142,28095.700258881236,27185.863
713,2020,Hyundai,Elantra,Essential 4D Sedan at,gasoline,hardTop,35030.0,automatic,no,yes,yes,,ok,ok,ok,ok,ok,serviceSuggested,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,,ok,ok,7.0,35.0,ok,7.0,ok,ok,ok,ok,ok,ok,8.0,35.0,ok,8.0,ok,ok,ok,notAvailable,ok,ok,6.0,35.0,ok,8.0,ok,ok,ok,notAvailable,ok,ok,7.0,ok,7.0,ok,ok,ok,ok,35.0,,,serviceSuggested,serviceSuggested,serviceSuggested,serviceSuggested,yes,no,,,notAvailable,,notAvailable,,notAvailable,ok,,,,,,,,,,,,,-42.0,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,notAvailable,ok,notAvailable,,notAvailable,ok,,ok,,ok,ok,notAvailable,notAvailable,notAvailable,notAvailable,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,no,yes,ok,,1.0,,ok,ok,ok,no,ok,1.0,no,no,no,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,14439.0,2021-09-21 19:17:35,DDC,consumer,14439.0,15741.0,13369.0,14575.0,21000.0,,14439.0,3,9,20866.026818760012,20989.85019446833,20955.459
254,2017,Audi,S5,Dynamic Edition 2D Coupe at,gasoline,hardTop,45553.0,automatic,no,yes,unknown,,ok,ok,serviceSuggested,ok,serviceRequired,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceRequired,,serviceSuggested,,3.0,36.0,serviceSuggested,4.0,ok,ok,ok,ok,serviceSuggested,,8.0,32.0,serviceSuggested,4.0,ok,ok,ok,ok,serviceSuggested,,8.0,32.0,serviceSuggested,4.0,ok,ok,ok,ok,serviceSuggested,,8.0,ok,5.0,ok,ok,ok,ok,35.0,,,serviceRequired,ok,ok,ok,yes,yes,yes,,notAvailable,,notAvailable,,notAvailable,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,ok,no,ok,2.0,yes,yes,yes,leather,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,37500.0,2021-11-03 18:14:39,MQL,consumer,37500.0,48070.0,40884.0,44509.0,36531.0,0.0,37500.0,6,11,36480.133019813795,37210.60786722866,36598.008
430,2015,Infiniti,QX70,Premium 4D Utility,gasoline,hardTop,44995.0,automatic,no,unknown,unknown,,ok,ok,serviceSuggested,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,serviceSuggested,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,notAvailable,,notAvailable,,notAvailable,ok,,,,,,,,,,,,,-42.0,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,ok,No,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,notAvailable,ok,ok,,,ok,ok,ok,ok,ok,no,yes,ok,,1.0,,ok,ok,ok,no,ok,2.0,,,,,,,ok,ok,notAvailable,notAvailable,notAvailable,notAvailable,ok,ok,ok,notAvailable,notAvailable,notAvailable,notAvailable,ok,no,ok,,,28200.0,2021-08-31 05:05:12,DDC,consumer,24063.0,26193.0,22281.0,24253.0,29000.0,0.0,24063.0,8,8,28968.88211093814,29460.687447150285,28949.545
761,2020,Hyundai,Elantra GT,Preferred 5D Hatchback at,gasoline,hardTop,15704.0,automatic,yes,no,yes,Hyundai,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,notAvailable,,notAvailable,,notAvailable,ok,,ok,ok,ok,notAvailable,ok,ok,ok,serviceSuggested,ok,notAvailable,ok,-52.0,notAvailable,notAvailable,ok,ok,ok,ok,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,ok,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,ok,ok,ok,no,ok,2.0,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,yes,ok,,,15362.0,2021-08-31 00:02:42,DDC,consumer,15362.0,16742.0,14224.0,15502.0,19100.0,,15362.0,3,8,19100.16900195329,19996.297472360904,19942.293
224,2019,Jeep,Cherokee,Trailhawk Elite 4D Utility 4WD,gasoline,hardTop,42566.0,automatic,yes,no,no,,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,ok,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,notAvailable,,notAvailable,,ok,ok,,serviceRequired,ok,ok,notAvailable,ok,notAvailable,ok,ok,notAvailable,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,serviceSuggested,ok,,,ok,ok,ok,serviceRequired,ok,yes,yes,ok,,1.0,,,ok,ok,no,serviceSuggested,2.0,yes,yes,yes,leather,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,ok,38000.0,2022-02-09 00:56:08,MQL,consumer,33689.0,36710.0,32708.0,35641.0,38000.0,0.0,38000.0,4,2,37997.65044747871,38237.49340784638,37894.59
398,2018,Mazda,CX-5,GT 4D Utility AWD,gasoline,hardTop,63591.0,automatic,yes,unknown,unknown,,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,ok,ok,ok,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,notAvailable,,notAvailable,,notAvailable,ok,ok,notAvailable,ok,ok,notAvailable,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,serviceRequired,serviceRequired,serviceRequired,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,2.0,,,ok,ok,no,serviceRequired,2.0,yes,yes,yes,leather,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,30154.0,2022-03-11 22:16:07,MQL,consumer,29276.0,32007.0,28423.0,31075.0,30154.0,,30154.0,5,3,30059.069405240047,30545.46240411461,30181.574
1269,2015,Dodge,Dart,GT 4D Sedan,,,105000.0,,,,,,ok,ok,serviceSuggested,ok,ok,ok,,,serviceSuggested,,serviceSuggested,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceRequired,,ok,,7.0,32.0,ok,7.0,ok,ok,ok,ok,ok,,8.0,32.0,ok,7.0,ok,ok,ok,ok,ok,,7.0,32.0,ok,7.0,ok,ok,ok,ok,ok,,7.0,ok,7.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,no,,notAvailable,,notAvailable,,notAvailable,notAvailable,ok,serviceRequired,ok,ok,notAvailable,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,,notAvailable,ok,,ok,,ok,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,notAvailable,,,ok,ok,serviceSuggested,ok,ok,yes,yes,ok,,2.0,,,ok,ok,no,ok,2.0,no,no,yes,leather,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,,6240.0,2022-01-02 20:21:06,MQL,consumer,6058.0,6907.0,5882.0,6706.0,7200.0,,6240.0,8,1,7015.030958946791,7444.999741608853,7133.4844
519,2017,Lexus,IS-Series,300 4D Sedan AWD at,gasoline,hardTop,87713.0,automatic,no,unknown,unknown,,ok,ok,serviceSuggested,serviceSuggested,ok,ok,,,,,,,,,,,,,,,,,serviceSuggested,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,-50.0,ok,notAvailable,ok,ok,ok,ok,ok,,,,,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,ok,Cologne,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,serviceSuggested,ok,ok,ok,serviceSuggested,serviceSuggested,serviceSuggested,serviceSuggested,,,,,,,,,,,,,,,,,no,serviceSuggested,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,yes,ok,,,28509.0,2021-10-06 19:02:07,DDC,consumer,28509.0,29055.0,24667.0,26903.0,26000.0,0.0,28509.0,6,10,25896.83568944466,27898.087034885808,26082.883
